,content,data,like,place,tags
856,나 살면서 인당 10만원 넘는 뷔페를 먹게 될 줄이야~웨스틴 조선 서울호텔 투숙 상품이 조식이 포함 되지 않는 대신...식음료 상품권이 1박당 10만원씩 제공 되는 걸로 예약을 했다.식음료 상품권으로 조식을 이틀 먹을까 하다가~아침 잠 많은 아이들 깨워서 조식 먹으러 가느니... 11시반 이른 점심을 먹기로 했다.제공된 상품권 20만원 쓴다지만...셋이 26만원 ㅡㅡ입 짧은 아이들은 본전을 생각하게 했고 ㅠ애미는 본전 생각에 대게만 공략을 했는데느끼해서 총각김치 없이는 못 먹겠더라는😭😭#집밥 #집밥메뉴 #집밥최고 #홈쿡 #홈밥 #호캉스 #웨스틴조선서울 #웨스틴조선호텔 #조선호텔 #조선호텔서울 #가족여행 #여행 #서울호캉스 #westin #seoulhotel #웨스틴조선 #조선호텔아리아 #조선호텔김치#아리아뷔페 #웨스틴조선아리아 #서울웨스틴조선호텔 #그냥 #그냥일상,2021-05-03,142,서울 웨스틴조선호텔 The Westin Josun Seoul,"['#집밥', '#집밥메뉴', '#집밥최고', '#홈쿡', '#홈밥', '#호캉스', '#웨스틴조선서울', '#웨스틴조선호텔', '#조선호텔', '#조선호텔서울', '#가족여행', '#여행', '#서울호캉스', '#westin', '#seoulhotel', '#웨스틴조선', '#조선호텔아리아', '#조선호텔김치', '#아리아뷔페', '#웨스틴조선아리아', '#서울웨스틴조선호텔', '#그냥', '#그냥일상']"
857,"⠀#커피한잔할래요#동대문 #커피맛집 방문하고#토요코인호텔 이용해보세요!⠀📌토요코인 동대문2TEL 02-2272-1045동대문역사문화공원역 4번 출구 앞@toyokoinn_dongdaemun2⠀안심, 청결, 교통편리, 가성비최고의 #비즈니스호텔#토요코인 최저가 예약하러 가기👉toyoko-inn.co.kr⠀⠀⠀⠀⠀#동대문카페 #카페추천 #감성 #서울카페 #서울카페추천 #아파트먼트기룬 #호랑이카페 #적당 #mtl효창 #오츠커피 #서울호텔 #서울핫플 #서울핫플레이스 #호캉스 #서울호캉스 #서울명소 #데이트코스 #데이트코스추천 #서울데이트코스 #서울데이트코스추천 #서울호텔추천 #서울가볼만한곳 #seoul #toyokoinn",2021-05-03,89,,"['#커피한잔할래요', '#동대문', '#커피맛집', '#토요코인호텔', '#비즈니스호텔', '#토요코인', '#동대문카페', '#카페추천', '#감성', '#서울카페', '#서울카페추천', '#아파트먼트기룬', '#호랑이카페', '#적당', '#mtl효창', '#오츠커피', '#서울호텔', '#서울핫플', '#서울핫플레이스', '#호캉스', '#서울호캉스', '#서울명소', '#데이트코스', '#데이트코스추천', '#서울데이트코스', '#서울데이트코스추천', '#서울호텔추천', '#서울가볼만한곳', '#seoul', '#toyokoinn']"
858,"유독 검은 숫자만 많은 올해 달력🥺🥲그래도 5월에는 조금 희망이 보이잖아요?❤️⠀그래서 추천해드리는 11만원 대 일정빨간 날, 휴일 찬스로 다녀와 보세요👇🏼⠀• 도심 호텔 1박+롯데월드 아쿠아리움 티켓3매⠀호캉스 따로, 아쿠아리움 따로일정을 분리해서 내 맘대로도 이용 가능!😉⠀#같이갈_친구는_댓글에_태그#예약은_프로필링크_클릭@hanatour_official",2021-05-03,207,롯데아쿠아리움,"['#같이갈_친구는_댓글에_태그', '#예약은_프로필링크_클릭@hanatour_official']"
859,컨셉에 충실한 코디 🗝 #아틀리에파크 #atelierpark,2021-05-03,162,,"['#아틀리에파크', '#atelierpark']"
860,미세먼지 없는날엔 이렇게 좋아요💚,2021-05-03,96,SIGNIEL - 시그니엘,[]
861,"#포포인츠리네이밍패키지남산뷰와 시티뷰가 매력적인포포인츠 바이 쉐라톤 서울역 & 명동이조선의 브랜드를 달고 새롭게 태어납니다. ✨ 포포인츠 바이 쉐라톤 조선 서울역과포포인츠 바이 쉐라톤 조선 명동의 리네이밍 기념 다양한 프로모션을 확인해보세요!✔️예약 기간 : 05.03 - 05.18✔️대상 : 클럽 조선 리워드 회원🎁1+1 프로모션포포인츠 조선 서울역 & 명동 1+1 투숙(96,800원)🎁일석이조(一夕二朝) 패키지- 14시 레이트 체크아웃- 조식2인 뷔페 50% 할인- 식음할인권 2만원- 웨스틴 조선 서울 수영장 주중 (월-목) 2인 이용권(서울역 125,000원 명동 129,000원)*클럽 조선 리워드 신규 가입 시 제공되는 객실 1만원 할인권 사용 가능🎁경품이벤트본 패키지 및 프로모션 이용객 중 추첨하여20만원 상당의 조선호텔앤리조트 통합숙박권 1매를 선물합니다!포포인츠 조선 서울역 & 명동 인스타그램 팔로우하고 후기 사진 공유하면 당첨확률 UP!",2021-05-03,73,,['#포포인츠리네이밍패키지남산뷰와']
862,"오늘은 #포포인츠바이쉐라톤명동 을 소개해드릴려고 합니다. 이곳은 조선호텔에서 운영하는 매리어트 계열 호텔입니다. 보통 신상 호텔은 기존 호텔 자리를 리뉴얼 하여 새롭게 오픈하는 경우가 잦은데 이곳은 작년 10월 신축 오픈한 곳입니다! 저는 1월즈음 방문 후 재방문인데요. 이번에 묵은 객실은 슈페리어 더블룸입니다. 이 호텔의 장점이라 하면 접근성과 즐길거리가 많다는 점입니다. 호텔 바로 앞이 힙지로 거리이니 낮에는 핫한 카페 밤에는 핫한 와인바나 펍에 다녀올수 있습니다. 하지만 제가 이 호텔을 좋아하는 진짜 이유는 바로 남산뷰가 엄청 나기 때문입니다. 사실 매일 출근하며 보는게 남산이고 남산타워인데 쉬는날 호텔에서 보는 남산은 또다른 안식과 힐링을 주는 곳이라 개인적으로 좋아하고 그랜드하얏트나 신라, 반얀트리등의 특급 호텔에선 추가차지를 붙여서 가는 남산뷰인데 이곳은 수페리어 룸에서 비슷한 퀄리티의 남산뷰를 즐길수 있습니다. 이번 방문에서 특히 인상깊었던 점은 프론트 직원의 친절함인데요사실 호텔에 투숙하면서 직원과 대면할일은 많지가 않고 체크인&아웃할때 뿐인데 체크인 직원의 친절함으로 굉장히 기분이 좋은 상태로 투숙을 시작하니 하루가 기분이 좋았습니다. #명동호텔#포포인츠쉐라톤#힙지로맛집#힙지로호텔#힙지로카페#을지로호텔#을지로맛집#을지로카페#을지로데이트#서울카페#서울호캉스#서울호텔#남산호텔#남산타워",2021-05-03,17,"Four Points by Sheraton Seoul, Myeongdong / 포포인츠 바이 쉐라톤 서울 명동","['#포포인츠바이쉐라톤명동', '#명동호텔', '#포포인츠쉐라톤', '#힙지로맛집', '#힙지로호텔', '#힙지로카페', '#을지로호텔', '#을지로맛집', '#을지로카페', '#을지로데이트', '#서울카페', '#서울호캉스', '#서울호텔', '#남산호텔', '#남산타워']"
863,"개인적으로~가장 좋아하는 #호캉스 장소는! #쉐라톤디큐브 😀 오래전부터 자주 다녀서 그런가? #혼캉스 하기에 이만한곳이 없지👏📍욕조에서 보이는 로맨틱 시티뷰😍📍꼭! 코너룸으로 예약하세요 (일반룸은 욕조뷰가 없음)📍라운지에서 탁 트인뷰는 힐링🌿다음엔, 스위트룸에 묵어보고 싶구나!#국내호텔 #서울호캉스 #국내호텔추천 #내돈내산 #메리어트플래티넘 #쉐라톤 #sheraton #sheratonhotel #Marriotthotel",2021-05-03,2,Sheraton Seoul D Cube City Hotel,"['#호캉스', '#쉐라톤디큐브', '#혼캉스', '#국내호텔', '#서울호캉스', '#국내호텔추천', '#내돈내산', '#메리어트플래티넘', '#쉐라톤', '#sheraton', '#sheratonhotel', '#Marriotthotel']"
864,"Встречаем 28 лет с потрясающим видом на Сеул из @vista_walkerhill 🎂Вот он, стимул работать - чтобы почаще просыпаться с таким видом из окна 😍.So far the best city view I've ever seen from the hotel room ❤. 뷰 맛집 #비스타워커힐 호텔 😍뷰 덕분에 특별해진 생일날 💫.📍 비스타워커힐호텔, 서울   Vista Walkerhill Hotel, Seoul.#비스타워커힐 #refreshingvividly #비스타워커힐서울 #비스타워커힐호텔 #감성사진 #감성숙소 #호텔뷰 #서울호텔 #서울호캉스 #서울호캉스추천 #호캉스 #호캉스추천 #seoul #seoulhotel #vistawalkerhill #сеул #корея #видизокна #видизномера #вкорее #корея #окорее #корея🇰🇷 #южнаякорея",2021-05-03,84,Vista Walkerhill Seoul 비스타 워커힐 서울,"['#비스타워커힐', '#비스타워커힐', '#refreshingvividly', '#비스타워커힐서울', '#비스타워커힐호텔', '#감성사진', '#감성숙소', '#호텔뷰', '#서울호텔', '#서울호캉스', '#서울호캉스추천', '#호캉스', '#호캉스추천', '#seoul', '#seoulhotel', '#vistawalkerhill', '#сеул', '#корея', '#видизокна', '#видизномера', '#вкорее', '#корея', '#окорее', '#корея🇰🇷', '#южнаякорея']"
865,힐링😍........#평택카페 #미드바르앳홈 #평택,2021-05-03,151,미드바르앳홈,"['#평택카페', '#미드바르앳홈', '#평택']"
866,냥이가 있는 수플레맛집 카페🥰........#미드바르앳홈 #평택카페 #평택,2021-05-03,120,미드바르앳홈,"['#미드바르앳홈', '#평택카페', '#평택']"
867,딸기수플레...🥰❤️,2021-05-03,78,미드바르앳홈,[]
868,"주말에 인터컨티넨탈 파르나스 에 다녀왔어요.그랜드 스위트에서 1박했는데 클럽라운지가 이용 가능한 룸이랍니다.체크인하면 리프레쉬먼트 제공되고 이후 애프터눈 티세트, 칵테일아워, 조식까지 다 제공되요!피드는 칵테일 아워 때 사진인데요 무제한으로 샴페인, 와인, 맥주 등등을 마실 수 있고 각종 안주거리 및 요리가 계속 제공되요~ (치즈 케이크 마카롱 피싀앤칩스 스테이크 훈제연어 등등)메인메뉴도 따로 나오고 두가지 중에 고르실 수 있어요!직원분께 말씀드리면 칵테일도 제조해주시는데 베리베리 버블팝 셜리템플 등등!여기가 천국일까요❤️#호캉스끝판왕 #호캉스추천 #호캉스 #서울호캉스 #서울호텔추천 #인터컨티넨탈 #인터컨티넨탈호텔 #인터컨티넨탈코엑스 #intercontinentalhotel #강남호텔 #칵테일맛집",2021-05-03,692,InterContinental Grand Seoul Parnas,"['#호캉스끝판왕', '#호캉스추천', '#호캉스', '#서울호캉스', '#서울호텔추천', '#인터컨티넨탈', '#인터컨티넨탈호텔', '#인터컨티넨탈코엑스', '#intercontinentalhotel', '#강남호텔', '#칵테일맛집']"
869,"⠀💜 ɪɴᴛᴇʀᴄᴏɴᴛɪɴᴇɴᴛᴀʟ sᴇᴏᴜʟ ᴄᴏᴇx x #핑크퐁아기상어 💜⠀숲 속 탐험가로 변신한 ‘핑크퐁 아기상어(@pinkfong.ko)’와 함께 🪵객실 안 숲속🌳을 탐험하기🎵 컨셉 룸의 실제 모습이 많이 궁금하셨죠? 드디어 공개합니다. :) 답답한 집콕 생활에 지친 👶🏻아이들에게 도심 속 자연 놀이터를 테마로 꾸민 패키지로, 도심을 벗어나지 않고도 자연 속에서 시간을 보내는 듯한 경험을 선물하세요➰❝키즈 포레스트 (Kids For-Rest) 패키지❞⠀🟣 얼리버드 프로모션 특가! (5. 5까지)▪투숙 기간: 2021. 5. 1 ~ 2021. 12. 31▪가격: [일-금] 25만원 / [토요일] 30만원[공휴일 및 5. 4 & 5. 18 & 12. 24 & 12. 31] 30만원⠀🟣 클럽 인터컨티넨탈 라운지 사용▪투숙 기간: 2021. 5. 4 ~ 2021. 5. 8 및 주말(금,토)▪가격: 72,600원 추가 결제 (성인 2인 & 어린이 1인 입장)ㄴ 조식은 브래서리에서 이용 가능합니다.⠀🔻패키지 혜택 확인하기🔻① 핑크퐁 아기상어 가족으로 꾸며진 전용 컨셉룸 1박② 성인 2인 & 만 12세 미만 어린이 조식 1인 무료③ 엑스트라 베드 1개 무료④ '인터컨티넨탈 X 핑크퐁 아기상어' 캐릭터 한정판 키즈 포레스트 키트 (스칸다이모스 나무 액자 만들기, 에코 반다나)⑤ 호캉스의 빼놓을 수 없는 실내 수영장 무료-👉🏻예약 및 문의#0234308888 ← 유선 예약☎⠀#DelightfulExperience #인터컨티넨탈서울코엑스#키즈스타그램 #가족스타그램 #아이스타그램",2021-05-03,160,InterContinental Seoul COEX,"['#핑크퐁아기상어', '#0234308888', '#DelightfulExperience', '#인터컨티넨탈서울코엑스', '#키즈스타그램', '#가족스타그램', '#아이스타그램']"
870,Happy Monday 🌷🌟머큐어 홍대 MTerrace에서 즐기는 조식!🌟(월~금: 단품요리 토~일: 뷔페)⠀#언택트호텔#호캉스#스위트룸#홍대호텔#홍대호캉스#서울호텔#서울호캉스#홍대입구역#사진맛집#노천탕#온천#프라이빗풀#루프탑#루프탑호텔#머큐어앰배서더홍대#호텔이벤트#호텔파티#홈파티#휴식#휴가#데일리#일상#가족호텔#워캉스#어린이날호캉스#어버이날호캉스,2021-05-03,97,Mercure Ambassador Seoul Hongdae - 머큐어 앰배서더 서울 홍대,"['#언택트호텔', '#호캉스', '#스위트룸', '#홍대호텔', '#홍대호캉스', '#서울호텔', '#서울호캉스', '#홍대입구역', '#사진맛집', '#노천탕', '#온천', '#프라이빗풀', '#루프탑', '#루프탑호텔', '#머큐어앰배서더홍대', '#호텔이벤트', '#호텔파티', '#홈파티', '#휴식', '#휴가', '#데일리', '#일상', '#가족호텔', '#워캉스', '#어린이날호캉스', '#어버이날호캉스']"
871,:🧚🏻‍♀️쉐라톤 서울 디큐브시티 호텔넓진 않아도 충분해유베딩은 말해뭐해🥰#도비숩_호텔,2021-05-03,10,Sheraton Seoul D Cube City Hotel,['#도비숩_호텔']
872,"#트립닷컴 이벤트 참여하고 호텔 숙박권 GET!지금 트립닷컴에서는 단 일주일 간 만나는 단독 특가 호텔 프로모션 진행중!프로필 링크로 접속해 이벤트에 참여해주신 분들 중 추첨을 통해우아한 클래식의 정석, 클래식 취향 저격!!🏨임피리얼 팰리스 서울무료 호텔 숙박권을 증정합니다!📍참여 방법1️⃣프로필 링크로 접속해 호텔 단독 특가전 이벤트 페이지 확인! 2️⃣이벤트 참여란에 참여자 정보를 기입하면 완료!✔이벤트 공유 및 참여 댓글 남기면 당첨 확률 UP UP!📍이벤트 기간 및 당첨자 발표-이벤트 기간: 5월 3일~5월 9일-당첨자 발표: 5월 11일📍📍📍*이벤트 종료 후 당첨자는 인스타그램 스토리 및 이벤트 페이지에서 발표되며, 당첨자 분께는 별도로 자세한 안내를 보내 드립니다.*해당 무료 숙박권은 e-바우처 혹은 지류 바우처 형태로 전달될 예정입니다.*해당 무료 숙박권 이용 시 호텔로의 직접 사전 예약이 필수이며, 성수기 예약이 불가할 수 있습니다.#트립닷컴_국내여행 #트립닷컴_이벤트 #트립닷컴_호텔 #트립닷컴이쏜다",2021-05-03,69,"Seoul, Korea","['#트립닷컴', '#트립닷컴_국내여행', '#트립닷컴_이벤트', '#트립닷컴_호텔', '#트립닷컴이쏜다']"
873,"⠀#SR호텔사당 카카오톡 채널을 추가하면호텔 이벤트 및 프로모션 정보와매달 카톡플친전용 특별혜택 쿠폰을 발송해드려요 ~⠀📌 카카오톡 채널명 : SR호텔 사당🔍 검색용 아이디 : srhotel-sadang⠀2021년 #5월 혜택🎉#어른이 #감성 #호캉스호텔 투숙 시 동물 캐릭터 마스크팩 2매 제공!⠀※ 숙박 일수와 관계없이 1인 1회만 제공.※ 에피엘르 동물 캐릭터 마스크팩 치타 1매, 판다 1매※ 2021년 4월 29일까지 등록된 플친에게 제공되는 혜택입니다.※ 재고 소진 시 상품이 변경될 수 있습니다.···SR호텔 사당(구.#카라쉬호텔)02-588-2000",2021-05-03,62,"Seoul, Korea","['#SR호텔사당', '#5월', '#어른이', '#감성', '#호캉스호텔', '#카라쉬호텔)02-588-2000']"
874,.이제 빵을 맘껏 먹을수 있다는 생각에 눈뜨자마자 조식도 열심히 챙겨먹었고요 🤣🤣테이블로 직접 가져다 주니깐 편하고 좋네요 💜💜다른 음료보다도 특히 당근주스 맛있었움 🙊🙊..#페코호텔,2021-05-03,184,Park Hyatt Seoul - 파크하얏트서울,['#페코호텔']
875,결혼식끝나구 도착한곳은 #파크하얏트서울 💜💛여긴 건물숲 뷰가 다했어요 정말 먹고 쉬고 뒹굴거리니 벌써 이틀이나 지났네요? ㅋㅋ뷰 보면서 누워있던 저 쇼파 진심 넘 편하서 집에 가져오고 싶네요 🙊🙊..#잘놀았다 💚#페코호텔#서울호캉스,2021-05-02,262,Park Hyatt Seoul - 파크하얏트서울,"['#파크하얏트서울', '#잘놀았다', '#페코호텔', '#서울호캉스']"
876,"#광고 객실에서 보이는 💛궁뷰에 빠져보시겠어요?✔창경궁과 창덕궁이 내려다보이는#메이플레이스호텔 에서서울의 일몰🌄 꼭 봐야함!방바닥에 뜨끈하게 ✔온돌 시공되어있고,🌱루프탑은 직접 가꾼 정원으로 푸릇하고,👉인사동, 안국역, 대학로, 종로까지 가까워서🇰🇷서울여행할 때 👍최적의 위치랍니다.1층에 있는 카페 겸 레스토랑에서는조식과 중식도 대박 맛있숴!!!✔파스타 장인이 만드는 🍝파스타 짱맛!@allmystay@mayplacehotel#종로호텔 #종로가성비호텔#올마이스테이 #인생숙소#서울호텔 #대학로호텔#혜화동호텔 #대학로가성비호텔#호텔레스토랑 #종로데이트#서울여행 #seoul",2021-05-02,295,메이플레이스 호텔,"['#광고', '#메이플레이스호텔', '#종로호텔', '#종로가성비호텔', '#올마이스테이', '#인생숙소', '#서울호텔', '#대학로호텔', '#혜화동호텔', '#대학로가성비호텔', '#호텔레스토랑', '#종로데이트', '#서울여행', '#seoul']"
877,UH SUITEThe Myeongdong4월 30일 가오픈 32세대명동성당뷰 명동 한가운데 프리미엄 풀스파패밀리룸4인-6인..#uhsuite #유에이치스위트 #명동성당 #명동호텔 #스파호텔 #풀스파호텔 #풀스파 #서울스파 #스파룸 #풀스파 #에어비앤비 #airbnb #종로호텔 #호캉스 #호캉스💕 #호캉스추천호텔 #서울호캉스 #한옥스파 #한옥호텔 #가족여행 #가족호텔 #감성숙소 #감성호텔 #힐링여행,2021-05-02,9,,"['#uhsuite', '#유에이치스위트', '#명동성당', '#명동호텔', '#스파호텔', '#풀스파호텔', '#풀스파', '#서울스파', '#스파룸', '#풀스파', '#에어비앤비', '#airbnb', '#종로호텔', '#호캉스', '#호캉스💕', '#호캉스추천호텔', '#서울호캉스', '#한옥스파', '#한옥호텔', '#가족여행', '#가족호텔', '#감성숙소', '#감성호텔', '#힐링여행']"
878,광장시장은 #육탕이지^^이곳에 오면 꼭 들리는 육회집♡딸랑구는 밥 먹다가 잠들고ㅎㅎ 하지만 엄마는 모르겠다~~오늘은 먹어보자!!!🥰😍🤭🤭🤭🤪😜😗😘#자매집육회#광장시장#딸랑구는피곤해#서울호캉스#1박2일가족여행#빈대떡,2021-05-02,21,,"['#육탕이지^^이곳에', '#자매집육회', '#광장시장', '#딸랑구는피곤해', '#서울호캉스', '#1박2일가족여행', '#빈대떡']"
879,창신동 문구거리~~~~~~헉!! 개미지옥이 이런곳 이구나;;;;곧 어린이날 다가오는데 어딜갈ㄲㅏ 해서 찾은 동대문 문구거리♡ㅎㅎㅎ 아이들은 좋겠넹^^#동대문문구완구거리 #창신동완구거리 #어린이날선물 #서울호캉스 #팝잇푸쉬업 #5만원지갑#서울1박2일추천코스 #아이들의천국#어른도신나는곳,2021-05-02,21,,"['#동대문문구완구거리', '#창신동완구거리', '#어린이날선물', '#서울호캉스', '#팝잇푸쉬업', '#5만원지갑', '#서울1박2일추천코스', '#아이들의천국', '#어른도신나는곳']"
880,호캉스으☺️,2021-05-02,51,Hotel Gracery Seoul,[]
881,서울 강북 나들이 1박2일~♡가족과 함께 오랜만에 동대문&창경궁!!우와~~~ 우리나라 이렇게 예쁠수가^^또한번 느끼며 걸었다...#창경궁#서울호캉스#궁중문화축전#리허설구경#복사꽃생각하니슬프다#고궁뮤지컬,2021-05-02,25,Novotel Ambassador Seoul Dongdaemun – 노보텔 앰배서더 서울 동대문,"['#창경궁', '#서울호캉스', '#궁중문화축전', '#리허설구경', '#복사꽃생각하니슬프다', '#고궁뮤지컬']"
882,"동대문 생선구이 골목..삼천포집인친님이 추천해주신 호남집은 문을 닫아서 그 옆집인 삼천포집으로~삼치구이 하나, 제육볶음 하나 주문가자미구이는 서비스로 한마리 주시고~제육볶음도 양도 많이 주셔서아주 배부르게 먹고 왔네^^#집밥 #집밥메뉴 #집밥최고 #홈쿡 #홈밥 #호캉스 #웨스틴조선서울 #웨스틴조선호텔 #조선호텔 #조선호텔서울 #가족여행 #여행 #서울호캉스 #westin #seoulhotel #웨스틴조선 #동대문생선구이골목 #종로신진시장 #종로생선구이 #삼천포집 #생선구이 #맛집투어 #서울투어 #서울관광 #서울구경 #서울맛집",2021-05-02,137,,"['#집밥', '#집밥메뉴', '#집밥최고', '#홈쿡', '#홈밥', '#호캉스', '#웨스틴조선서울', '#웨스틴조선호텔', '#조선호텔', '#조선호텔서울', '#가족여행', '#여행', '#서울호캉스', '#westin', '#seoulhotel', '#웨스틴조선', '#동대문생선구이골목', '#종로신진시장', '#종로생선구이', '#삼천포집', '#생선구이', '#맛집투어', '#서울투어', '#서울관광', '#서울구경', '#서울맛집']"
883,-얼마만의 물놀이인가이번 휴가는 우리가족만 실컷 물놀이 할수 있도록 코스짜기물놀이를 대체 몇번째 하고 있는지ㅋㅋ아이들의 천국♡#프라이빗숙소#하루종일물놀이#코시국맞춤여행#반얀트리서울#인생숙소,2021-05-02,63,Banyan Tree - Club & Spa - Seoul,"['#프라이빗숙소', '#하루종일물놀이', '#코시국맞춤여행', '#반얀트리서울', '#인생숙소']"
884,"날씨가 따뜻해지기 전 찬바람이 불때리엘이와 비스타워커힐로 #호캉스 다녀왔더랬죠😃주소: 서울시 광진구 워커힐로 177체크인: 15시주차: 가능(비자 플래티넘 발렛가능)금액: 30만원 후반(조식포함, 한강뷰)..리엘이가 워낙 물을 무서워하기도 했고 저희 집은 화장실 공사를 하면서 욕조를 없애서 집에서 물장구 칠 일이 없거든요😭.그래서 일부러 스파가 있는 룸을 예약해서 다녀왔어요 ^^ 아기 욕조,가습기,아기의자 요청했는데 욕조는 리엘이 신생아때 쓰던 슈너글이 있어서 약간 당황했습니다 리엘이 다리 하나만 들어갔다는….😂🤣.스파룸이어서 수영장 이용은 안하고 스파 이용했고 지정된 입욕제만 사용이 가능해요. 주변에 먹을 곳이 차를 타고 나가야 해서 저희는 #피자힐 테이크아웃해서 저녁으로 먹었어요. 그랜드 워커힐  지하에 CU편의점이 있으니 간단한 먹거리는 살 수 있구요.조식은 그랜드워커힐에서 이용가능한데 아무래도 호텔이 오래되다 보니 인테리어등이 좀 올드하긴하고 맛이나 메뉴는 특별함 없는 평범한 맛과 메뉴입니당..아이들과 산책하기 좋고 뷰가 좋다는 장점은 있지만 아주 추천은 아닌 #비스타워커힐 이었습니다 😋..#리엘맘 #육캉스 #리뷰 #비스타워커힐",2021-05-02,35,Vista Walkerhill Seoul 비스타 워커힐 서울,"['#호캉스', '#피자힐', '#비스타워커힐', '#리엘맘', '#육캉스', '#리뷰', '#비스타워커힐']"
885,-,2021-05-02,92,SR HOTEL Sadang,[]
886,"오랜만에 호캉스다녀왔어요!아이둘과 함께하는 첫 호캉스...라기보단 그냥 호텔육아^_^ 제일신난건 주인이였어요! 여기 이그제큐티브 패밀리스위트룸인데, 넓어서 계속뛰어다니며 좋아하더라구요♥요 룸은 해피아워에 라운지에서 간단한음식+주류가 한시간동안 무료에요! 근데 아가들은 못들어가요:( 대신 1층 바에서 테이크아웃으로 와인과 치킨+스테이크 포장해주는걸루 대체해주시니 룸에서 편하게 먹을 수 있어요♥️) 저희는 이날 뷔페예약을 해놔서 배불러거의 먹지못했지만 따로 식당예약한거 아니라면 요 음식+룸서비스 한두개정도면 아가들이랑 배불리 드실 수 있을거에요:) 요번 호캉스에도 느꼈지만.... 강주인 호텔체질............🤦🏻‍♀️ 아빠화이팅!!!!!--#웨스틴조선호텔#웨스틴조선호텔서울#아기랑호캉스#서울호캉스",2021-05-02,103,서울 웨스틴조선호텔 The Westin Josun Seoul,"['#웨스틴조선호텔', '#웨스틴조선호텔서울', '#아기랑호캉스', '#서울호캉스']"
887,"#텅앤그루브조인트 #미슐랭맛집 하...진짜맛있어......양갈비,한우안심,삼겹살 전부다접수,와인들많이마시던대..우린이날...둘이진로6병ㅋㅋㅋ.호텔 숙박비보다 저녁식사값이더나왔ㅋㅋㅋㅋ먹는것에진심인편이니❣️",2021-05-02,51,,"['#텅앤그루브조인트', '#미슐랭맛집']"
888,🌵🌳🌴🌿🌷🌸🌼.........#이번주는여기 #서울식물원 #보타닉파크 #너무좋다 #실내보다실외 #천국 #날씨요정이도와준날🧚‍♀️ #다녀오고나서다시비☔️.....,2021-05-02,5,서울식물원 - Seoul Botanical Garden,"['#이번주는여기', '#서울식물원', '#보타닉파크', '#너무좋다', '#실내보다실외', '#천국', '#날씨요정이도와준날🧚\u200d♀️', '#다녀오고나서다시비☔️.....']"
889,🌵🌳🌴🌿🌷🌸🌼.........#이번주는여기 #서울식물원 #보타닉파크 #너무좋다 #실내보다실외 #천국 #날씨요정이도와준날🧚‍♀️ #다녀오고나서다시비☔️.....,2021-05-01,6,서울식물원 - Seoul Botanical Garden,"['#이번주는여기', '#서울식물원', '#보타닉파크', '#너무좋다', '#실내보다실외', '#천국', '#날씨요정이도와준날🧚\u200d♀️', '#다녀오고나서다시비☔️.....']"
890,#콘래드조식 #호텔조식 #조식뷔페 맛있었음!#콘래드호텔 #콘래드서울 #콘래드 #서울호캉스 #서울호텔 #제스트 #제스트뷔페 #conrad #conradhotel #conradseoul #hotelconrad #zest #buffet #breakfast #hotelbreakfast #breakfastbuffet,2021-05-02,23,,"['#콘래드조식', '#호텔조식', '#조식뷔페', '#콘래드호텔', '#콘래드서울', '#콘래드', '#서울호캉스', '#서울호텔', '#제스트', '#제스트뷔페', '#conrad', '#conradhotel', '#conradseoul', '#hotelconrad', '#zest', '#buffet', '#breakfast', '#hotelbreakfast', '#breakfastbuffet']"
891,"로비가 완저니 이상한나라앨리슈같운몽환적인너낌🌈매주아들에게새로운곳,새로운경험,새로운추억만들어주려고진심으로노력하는엄마나중에잘해라진쫘🙈.#이태원핫플#이태원몬드리안호텔",2021-05-02,96,Mondrian Seoul Itaewon,"['#이태원핫플', '#이태원몬드리안호텔']"
892,⠀지금까지 가본 호텔 중에너무나도 친절해서몸둘바를 모르겠다는생각이 들게하는 두번째 호텔여의도 페어몬트 엠버서더!(첫번째는 광화문 포시즌스 였어요)⠀방이 평균적인 호텔방보다 넓고침대도 큰편이라 넘 편했고요화장실도 욕조도 커서 넘나 좋은😍⠀조식 돈아깝다는 생각이 많은데여기는 해산물에 전복에 딤섬에저녁 부풰라고 해도 될만큼메뉴가 풍부한 편이에요👍⠀서울시내 호캉스는거의 대부분 가본것 같은데가본 곳 중에서도가장 좋았던 것 같아요?⠀수영장도 분위기 있고베드도 넓은데단점은 온수풀이나 키즈풀이 없어요그리고 5세이하는 입장이 안된다고 ㅠ⠀⠀#근처에도할게많아요,2021-05-02,172,Fairmont Ambassador Seoul - 페어몬트 앰배서더 서울,['#근처에도할게많아요']
